text,label_id,Label
"I attempted last week. Nobody knows. I ended up in the hospital for a night and told them it was an accident. I'm home now and I'm thinking about trying again, doing it right this time.",2,Behavior
I've already said goodbye to everyone. They just don't know it. The texts I sent today were my last ones. I've made my decision and I feel strangely calm about it.,2,Behavior
I cut myself badly last night. It's still bleeding and I don't care. I've been hurting myself more severely lately because I'm building up to something bigger. I can feel it.,2,Behavior
I have a plan. I've had it for a while. I know exactly what I'm going to do and when. I've resolved all my affairs. I just couldn't leave without writing this.,2,Behavior
I've been standing on the bridge every night this week. Just standing there. Tonight I'm not sure I'll walk back. I don't know why I'm writing this.,2,Behavior
I tried to hang myself last month. The rope broke. I've been too ashamed to tell anyone. I'm still here but I don't want to be. I've been researching other methods.,2,Behavior
I've given away everything that mattered to me over the past two weeks. My dog is with my sister. I've closed my accounts. There's nothing left to deal with. I'm ready.,2,Behavior
I overdosed three days ago. I was found and taken to the ER. They kept me for a day and let me go. I'm already thinking about the next time and how to make sure it works.,2,Behavior
I've written my note. It's on my desk. I've been reading it over and making changes. It says everything I want to say. I feel like I can finally let go.,2,Behavior
I've been making cuts that are getting deeper each time. Last night I needed stitches but I didn't go. I know this is escalating and I don't feel afraid of where it's going.,2,Behavior
I have a gun. I've had it for a while. Tonight feels different. I've been sitting with it for the last hour. I don't know if I'm going to put it down.,2,Behavior
I tried to drown myself last week. I couldn't go through with it but I've been thinking about it every day since. I'm not going to stop trying.,2,Behavior
I've made a specific plan and I've bought what I need. I've thought through every detail. This isn't a cry for help. I just wanted to tell someone that this is real.,2,Behavior
I took pills last night. A lot of them. I fell asleep but I woke up. I'm not relieved. I'm frustrated. I have more pills and I'm going to try again tonight.,2,Behavior
I've attempted twice in the past six months. Each time something went wrong. I've been researching more carefully this time. I don't intend to fail again.,2,Behavior
I've stopped eating. Not because I want to lose weight. I just don't see the point of maintaining a body I plan to leave. It's been two weeks.,2,Behavior
I was discharged from the hospital yesterday after an attempt. They said I was stable. I came home and immediately started planning again. Nothing has changed.,2,Behavior
I've told my family I'm going on a trip. I'm not. I've arranged for my things to be found and taken care of. I've already said everything I need to say to the people I love.,2,Behavior
I hurt myself severely last night. I had to wrap it myself because I couldn't face anyone at the hospital. I'm not going to stop. I want to feel this until I don't feel anything.,2,Behavior
I've chosen a date. It's in four days. I've been preparing. Everything is in order. I feel more peaceful than I have in years. I wanted someone to know.,2,Behavior
I was in the ER last week. I promised I was safe. I lied. I have a plan and I've been getting ready. I don't want to be saved. I just needed to write it down somewhere.,2,Behavior
I've tried three times. I'm still here and I don't understand why. I've been in and out of hospitals. Nothing helps. I've given up on getting better. I'm just working on getting it right.,2,Behavior
I've been cutting deeper and leaving the wounds untreated. I want to see how far I can go. Part of me is testing the boundary between surviving and not. I've started to cross it.,2,Behavior
I bought a rope last week. It's in my closet. I've practiced the knot. I have a specific time in mind. I'm writing this because I need someone to know even if they can't stop it.,2,Behavior
I attempted last night with pills. My roommate found me and called 911. I was released this afternoon. My roommate thinks I'm okay. I'm already planning my next attempt.,2,Behavior
"I've been researching methods for months. I know what I'm going to do. I've calculated everything carefully. I'm not impulsive, I've thought this through. I'm ready.",2,Behavior
I cut my wrists last night. Deep. I drove myself to the ER and they stitched me up. I told them it was an accident. I came home and I'm thinking about finishing what I started.,2,Behavior
I've stopped taking all my medications. Not because I think I'm better. Because I'm preparing. I want to be in a particular state when the time comes. The time is soon.,2,Behavior
I have a specific plan that I've been refining for weeks. I've tested parts of it. I know it will work. I'm not asking to be talked out of it. I just needed to say it out loud.,2,Behavior
I jumped from a low bridge last month. I survived with injuries. Nobody knows it was intentional. I've been thinking about a higher bridge. I know where it is.,2,Behavior
I've set a date and I've been preparing. I've said quiet goodbyes to everyone. I feel calm and decided in a way I haven't felt in a long time. I just needed to write this.,2,Behavior
I tried to electrocute myself last week. It didn't work. I was in pain for days and didn't tell anyone. I've been looking into other methods. I'm not going to stop.,2,Behavior
I've taken out all my savings in cash and distributed it to the people I love. I told them it was a gift. It wasn't. I've dealt with everything I needed to deal with.,2,Behavior
I've been standing on ledges. Getting closer each time. Something pulls me back but it's getting weaker. Last night I was there for two hours. I don't know about the next time.,2,Behavior
I overdosed on purpose last week. Woke up sick and scared. Called 911 and told them I didn't know what happened. I was treated and released. I've already thought about how to do it differently.,2,Behavior
I've written notes to everyone I love. They're sealed and addressed. I've made arrangements for my apartment. I've returned borrowed items. I'm done. I'm ready.,2,Behavior
I've been self-harming in ways that feel like rehearsal. Getting closer to places that can't be undone. I feel like I'm walking toward something and I'm not turning around.,2,Behavior
I have a plan. I have the means. I have a date. I've rehearsed it. I've resolved every loose end. I wrote this because I couldn't leave without someone knowing it was real.,2,Behavior
I attempted suicide two days ago. I'm still here because of a fluke. I feel betrayed by my own body. I'm not going to the hospital. I'm going to try again as soon as I figure out what went wrong.,2,Behavior
I've been giving myself small injuries to see how I feel about pain. I feel nothing. That tells me what I need to know. I've moved on to making a plan for something more permanent.,2,Behavior
I told my therapist I was safe at our last session. I wasn't. I have a plan and I've been executing it in steps. I see her again next week. I don't plan to make it to that appointment.,2,Behavior
I've stopped answering my phone. I've cleared out things I don't want anyone to have to deal with. I've made it as easy as possible for the people left behind. I'm almost ready.,2,Behavior
I've attempted before and I've learned from it. This time I've researched carefully. I know what I need to do differently. I'm not going to share this with my treatment team.,2,Behavior
I tried last night. I survived. I feel nothing about surviving. I feel nothing about anything. I'm going to try again. I just have to figure out the timing.,2,Behavior
"I've made peace with everything. My family, my regrets, the things I'll leave unfinished. I feel light in a way I haven't in years. I've chosen how and I've chosen when.",2,Behavior
"I've been in and out of crisis for so long. Everyone is exhausted by me, including myself. I've decided this is the last time. Not because I want to die but because I can't keep living like this.",2,Behavior
I have a gun in my hand right now. I've been sitting here for a long time. I don't know if I'm posting this because I want someone to stop me or because I just need a witness.,2,Behavior
I've been researching methods for weeks now. I finally found one that seems reliable. I've been gathering what I need slowly so nobody notices. I think I'm almost ready.,2,Behavior
"I wrote my goodbye letters last night. One for my mom, one for my brother, one for my best friend. I feel strangely calm now. Like a weight has been lifted.",2,Behavior
I had a plan and I started to carry it out last night. Something stopped me at the last minute. I don't know if I'll have that hesitation next time.,2,Behavior
"I've checked myself out of everything. Quit my job, stopped talking to people, given away things I cared about. I'm not planning a future because I don't see one.",2,Behavior
I tried to overdose two nights ago. Woke up in the hospital. Told them it was an accident. They believed me. I'm already thinking about what to do differently.,2,Behavior
I've been cutting more severely lately. Last night I had to use a tourniquet. I didn't go to the hospital. I don't want to be stopped. I want to see how far this goes.,2,Behavior
I have a date picked. It's in six days. I've been using these last days to say quiet goodbyes to the people I love without them knowing that's what I'm doing.,2,Behavior
I attempted three months ago. Nobody knows. I've spent the time since then researching more carefully. I don't want to end up in the hospital again. I want it to work.,2,Behavior
I've stopped all my medications. I told my doctor I was doing fine. I'm not. I'm preparing. Being on medication felt like it was keeping me here against my will.,2,Behavior
I've been standing on the overpass every night this week. I stood there for almost three hours last night. The only reason I left was a car slowed down. Tonight I'm going back.,2,Behavior
I took a handful of pills last night. I fell asleep and woke up. I'm not relieved. I'm frustrated. I'm going to research the right dosage before I try again.,2,Behavior
I've said everything I needed to say to everyone. I've made peace with all of it. I feel more at peace than I have in years. I've chosen my method and I know when.,2,Behavior
I've been self-harming in ways that are escalating. I can feel myself moving toward something more final. I'm not afraid of it. That's what worries me.,2,Behavior
"I jumped from a height last month. I survived with broken bones. I told the hospital it was an accident. I've been recovering in silence, planning my next attempt.",2,Behavior
I have a gun. I've had it for two months. I've been waiting to feel certain. I feel certain now. I'm writing this because I need someone to know it's real.,2,Behavior
I've arranged everything. Who gets what. Who gets notified. I've even written out instructions to make it easier for the people who will have to deal with the aftermath.,2,Behavior
I've been in and out of the hospital four times this year. Each time I leave more determined. The treatments aren't working. I've decided to stop trying to get better.,2,Behavior
I drove to a remote location last week and sat there for hours with the car running. I drove home when I started feeling sick. I've been back twice since then.,2,Behavior
I told my therapist I was doing better. I lied. I have a plan and I've been preparing for two weeks. I don't want intervention. I just want it to be over.,2,Behavior
I've been giving myself small injuries to test my pain tolerance. I feel almost nothing now. I think I'm ready to do something that can't be undone.,2,Behavior
I attempted last week. Someone found me. I was furious. I spent one night in the hospital and they released me. I'm already planning again. I know what went wrong.,2,Behavior
"I've canceled all my upcoming appointments. My therapist, my doctor, everything. I'm not planning to need them anymore. I have a specific date in mind.",2,Behavior
I've been collecting pills for two months. I have a significant amount now. I know the dosage. I've planned it for when I'll be alone for an extended period.,2,Behavior
I wrote a note. Then I rewrote it. Then I rewrote it again. It says exactly what I want it to say now. I keep it folded in my jacket pocket.,2,Behavior
I tried to hang myself last month. The fixture broke. I've been ashamed to tell anyone. I've spent the time since then figuring out a more reliable method.,2,Behavior
I've told everyone I'm going on a trip. I'm not. I've arranged for my apartment to be found and taken care of. I've said everything I needed to say.,2,Behavior
I've been rehearsing. That's the only word for it. Getting closer each time. What used to feel terrifying now feels like relief. I'm almost there.,2,Behavior
I have a method. I have the means. I have a location. I've thought through every detail. This isn't impulsive. I've been planning this for months.,2,Behavior
I overdosed on purpose last night. I woke up sick and alone. I didn't call anyone. I've been thinking about what I need to do differently to make sure it works.,2,Behavior
I've stopped caring about my own safety. I've been taking risks I would never have taken before. I think part of me is hoping something will happen so I don't have to do it myself.,2,Behavior
I've made specific preparations over the past three weeks. Dealt with my finances. Returned borrowed items. Said things I needed to say. I'm done preparing.,2,Behavior
I was discharged from inpatient two days ago. I promised I had a safety plan. I don't. I came home and started planning again within an hour of being back.,2,Behavior
I have the rope. I've had it for three weeks. I've practiced the knot. I keep it in a bag under my bed. I look at it every morning when I wake up.,2,Behavior
I've been researching exit methods with the same thoroughness I used to apply to my work. I feel focused in a way I haven't in years. I know what I'm going to do.,2,Behavior
I attempted twice before. Both times something went wrong. I've been doing research. I'm not going to fail a third time. I know too much now.,2,Behavior
I've written letters to twelve people. Sealed and addressed. They're sitting in a drawer. I'll mail them the morning of. I've chosen the morning of next Saturday.,2,Behavior
I tried to electrocute myself last week. I survived. I'm not grateful. I've been in physical pain since then and I've told no one. I'm going to try something else.,2,Behavior
I've checked out of my life completely. I go through the motions at work. I haven't told anyone how bad things are. I've already decided. I just haven't done it yet.,2,Behavior
I've been making cuts that are deep enough to need stitches. I've been treating them myself. I'm not trying to survive them. I'm testing myself for something bigger.,2,Behavior
I have a plan. I've had it for a month. Every day I wake up and think today might be the day. I'm just waiting for the right moment. I think it's coming soon.,2,Behavior
I purchased what I need last week. It's hidden in my apartment. I keep thinking about using it. The only thing stopping me is I'm not completely sure about the timing.,2,Behavior
I've been saying goodbye to people without them knowing that's what I'm doing. One last conversation with each person I care about. I've almost gotten through everyone.,2,Behavior
I left the hospital against medical advice after my last attempt. They wanted to keep me. I needed to leave. I have unfinished preparations to take care of.,2,Behavior
"I've thought about this so many times that it no longer feels scary. It feels like a plan. A concrete, specific plan with a date and a method and a location.",2,Behavior
I've been living on borrowed time for months. I've made peace with that. I've done everything I wanted to do. Said everything I needed to say. I'm ready now.,2,Behavior
I tried to drown myself in my bathtub two weeks ago. I couldn't go through with it. I've been thinking about a different method since then. Something more certain.,2,Behavior
"I've set things in motion that I can't easily undo. I've made arrangements, said goodbyes, prepared everything. I feel committed in a way that I haven't before.",2,Behavior
I have a knife and I've been practicing. I know where. I know how. I've made peace with the fact that it will hurt. I'm not afraid of the pain anymore.,2,Behavior
I drove to a bridge three times this week. I've been standing on it longer each time. Last night I had one leg over the railing before headlights made me step back.,2,Behavior
I'm writing this because I need to say it somewhere. I'm going to do it tonight. I've thought about this for so long and I feel completely at peace with my decision.,2,Behavior
